Date,Adjusted Close,High,Low,Open,Volume
2000-01-04,2.3854379653930664,2.3854379653930664,2.3398827884563547,2.377155320845532,1067200
2000-01-05,2.3812994956970215,2.4020064478335175,2.3605925435605255,2.385440822931718,1900000
2000-01-06,2.4641261100769043,2.4641261100769043,2.3647327247971965,2.3688742080063525,564800
2000-01-07,2.402005672454834,2.4682678347092812,2.3854400529004938,2.4641265088114244,814400
2000-01-10,2.402005672454834,2.4102884822320036,2.3605917815504402,2.3854400529004938,779200
2000-01-11,2.377156972885132,2.4020052397590335,2.3647326814667533,2.3854396231888138,1991200
2000-01-12,2.3688745498657227,2.397864304587688,2.3481676047759548,2.3812986853232925,516000
2000-01-13,2.3523082733154297,2.3605910806332315,2.319177202025631,2.3605910806332315,734400
2000-01-14,2.1907949447631836,2.277764054563005,2.178370650807672,2.277764054563005,1066800
2000-01-17,2.232207775115967,2.277762971350421,2.1742282908344928,2.1742282908344928,567600
2000-01-18,2.2197844982147217,2.244632927646215,2.2197844982147217,2.2404914437502375,838000
2000-01-19,2.1162495613098145,2.223925762237744,2.0706943488281713,2.219784278751223,694400
2000-01-20,2.078976631164551,2.1410974458926866,2.070693824271186,2.1203905076499745,4948400
2000-01-21,1.9961490631103516,2.0955422810939868,1.9257454349668917,2.078976823754089,2244800
2000-01-24,2.0458459854125977,2.091401195791725,1.9050387129984028,2.0375631768032743,3177600
2000-01-25,2.0541281700134277,2.0955420456829033,1.9878660321348263,2.0417040389088648,2791200
2000-01-26,2.1328141689300537,2.2777627046825817,2.0748346914364957,2.0748346914364957,1175600
2000-01-27,2.0914013385772705,2.1742291143625088,2.054128776281335,2.1535221704161995,1172400
2000-01-28,2.1825122833251953,2.1907950938654324,2.120391441245625,2.1742294727849587,605600
2000-01-31,2.2777628898620605,2.3605906313115903,2.1369556662053086,2.1949351484125312,790800
2000-02-01,2.3191778659820557,2.3191778659820557,2.2156431398221423,2.2736226496642757,950800
2000-02-02,2.1121087074279785,2.319178188548369,2.1121087074279785,2.319178188548369,1010400
2000-02-03,2.207359790802002,2.2777634189850975,2.1328148377769547,2.232208213797962,2111200
2000-02-04,2.153522253036499,2.257056976740177,2.1328153082957635,2.257056976740177,1209200
2000-02-07,2.1907949447631836,2.223926026687808,2.1535223788595683,2.223926026687808,938400
2000-02-08,2.228067398071289,2.232208882134642,2.1742293690994057,2.199077641553671,1163600
2000-02-09,2.1989986896514893,2.253450053819948,2.1948101846313097,2.253450053819948,1180400
2000-02-10,2.2283172607421875,2.253448594146874,2.198997265249306,2.253448594146874,486800
2000-02-11,2.2199411392211914,2.2534496527626304,2.1989982982851424,2.2534496527626304,1157200
2000-02-14,2.2283172607421875,2.2325057630492617,2.207374429644575,2.2157515940398445,702000
2000-02-15,2.245072603225708,2.2995241203655907,2.203186919137309,2.2325069299554294,598400
2000-02-16,2.23250675201416,2.253449592389117,2.1989982393704675,2.249261088226602,1089600
2000-02-17,2.2366955280303955,2.2827697152514306,2.219941190978455,2.2618268738271055,1178800
2000-02-18,2.2199411392211914,2.257638316818558,2.194809794010411,2.257638316818558,846800
2000-02-21,2.245072603225708,2.278581278321391,2.24088409872935,2.245072603225708,892000
2000-02-22,2.2366955280303955,2.2618268738271055,2.2073755180801005,2.219941190978455,2500400
2000-02-23,2.2157533168792725,2.236696164260811,2.2157533168792725,2.236696164260811,788800
2000-02-24,2.2199411392211914,2.224129643495923,2.1989982982851424,2.2115639708905324,1470000
2000-02-25,2.245072603225708,2.282769782817749,2.198998414640951,2.2199412566851504,834000
2000-02-28,2.2953360080718994,2.2953360080718994,2.2199417905381726,2.2618274846992703,1096400
2000-02-29,2.2199411392211914,2.291146830359997,2.1780554573490933,2.291146830359997,1026800
2000-03-01,2.1361703872680664,2.257638963397767,2.1361703872680664,2.2283189457339176,1268800
2000-03-02,2.1738667488098145,2.240883769595526,2.140358078635778,2.240883769595526,1368000
2000-03-03,2.328843593597412,2.3455979284272206,2.178055219253848,2.219940896547191,1434800
2000-03-06,2.3539750576019287,2.3874835669360235,2.3037122137101984,2.337220723044293,7152400
2000-03-07,2.324655532836914,2.333032701848424,2.2408841622842326,2.2827698475605733,816400
2000-03-08,2.2283172607421875,2.3246542518349806,2.2199400963469182,2.295334256342099,2415600
2000-03-09,2.20737624168396,2.2618276152807653,2.19062189913975,2.2618276152807653,734400
2000-03-10,2.1445469856262207,2.2073755096595207,2.1361698171322074,2.1989983411655074,658400
2000-03-13,2.2031867504119873,2.2534495994250574,2.1571125653557015,2.161301069531294,512800
2000-03-14,2.2408840656280518,2.282769749097735,2.2073755508085457,2.21994122389321,1096000
2000-03-15,2.2618274688720703,2.3246560096740723,2.24088462193807,2.245073127412373,460800
2000-03-16,2.3958616256713867,2.4000501309786744,2.2492617029790267,2.303713070879942,795200
2000-03-17,2.303712844848633,2.450312753157182,2.303712844848633,2.4293699091131034,2052000
2000-03-20,2.3623528480529785,2.3832956918840114,2.2408842899205017,2.2492614594091584,2169200
2000-03-21,2.4251816272735596,2.4251816272735596,2.324655902703612,2.362353089362651,867200
2000-03-22,2.450312376022339,2.450312376022339,2.3958610218447483,2.4293695352016353,4014000
2000-03-23,2.4293694496154785,2.4503122896983704,2.408426609532586,2.433557953719581,9622800
2000-03-24,2.2618274688720703,2.4377474150739245,2.2618274688720703,2.408427397410075,708800
2000-03-27,2.274392604827881,2.299524111047809,2.261826931608519,2.282769773567857,575200
2000-03-28,2.3162779808044434,2.3162779808044434,2.2450722956530322,2.286957974003135,608400
2000-03-29,2.4293694496154785,2.475443633885365,2.291146737024629,2.291146737024629,1452800
2000-03-30,2.4461236000061035,2.4921977807803275,2.4293692652984706,2.437746432652287,866800
