Date,Adjusted Close,High,Low,Open,Volume,MA_20,MA_50,Bollinger_Mid,Bollinger_Std,Bollinger_Upper,Bollinger_Lower,RSI,MACD,MACD_Signal,MACD_Hist,Month,DayOfWeek
2000-04-19,2.6052892208099365,2.6387977314756124,2.596912053198222,2.6052892208099365,1866000,2.536597216129303,2.371232395172119,2.536597216129303,0.1408623999365278,2.8183220160023583,2.2548724162562475,64.39397892269338,0.08978902970994085,0.09101180358543412,-0.0012227738754932715,4,2
2000-04-20,2.5634047985076904,2.601101831558808,2.559216132758948,2.601101831558808,906000,2.5432989835739135,2.377934145927429,2.5432989835739135,0.13866367441165453,2.8206263323972225,2.2659716347506045,58.394253992510436,0.0794365177117573,0.08869674641069876,-0.009260228698941456,4,3
2000-04-24,2.51314115524292,2.5634040103040205,2.51314115524292,2.555026841163635,606000,2.555864667892456,2.3837981462478637,2.555864667892456,0.1222271461791122,2.8003189602506806,2.3114103755342317,46.92308770110795,0.06641068044178233,0.08423953321691549,-0.017828852775133158,4,0
2000-04-25,2.60110092163086,2.617855259202236,2.5215182176198345,2.55083822847914,490800,2.5722000837326053,2.3912538194656374,2.5722000837326053,0.10293915171282281,2.778078387158251,2.3663217803069596,52.73969905670127,0.0624651690111615,0.0798846603757647,-0.01741949136460319,4,1
2000-04-26,2.622044324874878,2.6639300179864973,2.5550272798087823,2.559215785207449,872400,2.5874884009361265,2.3987932538986207,2.5874884009361265,0.08386912828339704,2.7552266575029205,2.4197501443693326,55.40546569479618,0.06033280140821917,0.07597428858225559,-0.01564148717403642,4,2
2000-04-27,2.680684328079224,2.6932501636920847,2.580158601863758,2.580158601863758,500400,2.600054144859314,2.407756805419922,2.600054144859314,0.07751824999510833,2.7550906448495307,2.4450176448690972,61.53843908426628,0.06265242475089661,0.0733099158159838,-0.01065749106508719,4,3
2000-04-28,2.680684328079224,2.722570020705461,2.6597414817661047,2.689061338779481,1434800,2.61178218126297,2.4166365814208985,2.61178218126297,0.07042285051306993,2.7526278822891097,2.47093648023683,58.62063280142549,0.06375580572022077,0.0713990937968312,-0.007643288076610424,4,4
2000-05-01,2.680684328079224,2.7016271743923426,2.513141557574272,2.655552976415976,383600,2.622463035583496,2.425851445198059,2.622463035583496,0.06314213653885074,2.7487473086611973,2.4961787625057945,50.0,0.06389371610108441,0.06989801825768184,-0.0060043021565974325,5,0
2000-05-02,2.7644550800323486,2.781209417157146,2.647175199502368,2.647175199502368,1022800,2.633353316783905,2.436239094734192,2.633353316783905,0.06797589978336852,2.769305116350642,2.4974015172171677,59.25926238252048,0.06995619913533124,0.06990965443321172,4.654470211952477e-05,5,1
2000-05-03,2.806340217590332,2.806340217590332,2.680683192922108,2.764454542700924,1450000,2.6452906847000124,2.4476319885253908,2.6452906847000124,0.07627641944321147,2.7978435235864354,2.4927378458135894,59.25922802662071,0.07725005067236834,0.07137773368104305,0.005872316991325288,5,2
2000-05-04,2.8314733505249023,2.848227694996212,2.7518904539580884,2.756079279747821,796000,2.659113013744354,2.4599463891983033,2.659113013744354,0.08374115072984294,2.82659531520404,2.4916307122846684,61.42865971467794,0.08408918654747888,0.07392002425433022,0.010169162293148654,5,3
2000-05-05,2.8398494720458984,2.8398494720458984,2.789586460056757,2.823095134716185,495200,2.674610662460327,2.4723445558547974,2.674610662460327,0.08717925973131764,2.8489691819229623,2.5002521429976916,65.67167475956015,0.08915738319150579,0.07696749604176534,0.012189887149740453,5,4
2000-05-08,2.6513638496398926,2.860792436087463,2.6513638496398926,2.8398495934208268,450400,2.6783802986145018,2.480470380783081,2.6783802986145018,0.08427108399213448,2.846922466598771,2.5098381306302326,46.153887607691594,0.07707626386664268,0.0769892496067408,8.701425990187417e-05,5,0
2000-05-09,2.7435109615325928,2.7644537933000173,2.701625297997744,2.701625297997744,908400,2.6815216302871705,2.489433879852295,2.6815216302871705,0.08552316760719518,2.852567965501561,2.51047529507278,58.82340926639117,0.07408340421761661,0.07640808052891597,-0.002324676311299359,5,1
2000-05-10,2.741227626800537,2.749688076398964,2.715845632514329,2.749688076398964,820000,2.685595953464508,2.499859609603882,2.685595953464508,0.08636777141424228,2.8583314962929927,2.5128604106360233,59.68536209417055,0.07071216948015158,0.07526889831916309,-0.004556728839011509,5,2
2000-05-11,2.7708394527435303,2.779299902127008,2.7496880065393814,2.7708394527435303,1308000,2.6890565872192385,2.5125529909133912,2.6890565872192385,0.08840647569988314,2.8658695386190045,2.5122436358194724,65.04240013388788,0.06962724895502426,0.07414056844633532,-0.004513319491311063,5,3
2000-05-12,2.766609907150269,2.770840132880368,2.762379681420169,2.766609907150269,649600,2.6925151705741883,2.5244078540802004,2.6925151705741883,0.09008867658253866,2.8726925237392655,2.512337817409111,69.69558978113608,0.0676463674255614,0.07284172824218053,-0.0051953608166191295,5,4
2000-05-15,2.766609907150269,2.7750703586104675,2.758149132944534,2.770840132880368,479600,2.6976491808891296,2.5331631803512575,2.6976491808891296,0.09129165609829035,2.8802324930857104,2.515065868692549,64.89713776325013,0.06532349594321252,0.07133808178238693,-0.006014585839174413,5,0
2000-05-16,2.7581491470336914,2.77930059853777,2.7581491470336914,2.77930059853777,303600,2.700265908241272,2.5412466621398924,2.700265908241272,0.09228268628851904,2.88483128081831,2.5157005356642337,62.53213353500717,0.06208422265351654,0.06948730995661286,-0.007403087303096315,5,1
2000-05-17,2.669313669204712,2.77507094867198,2.669313669204712,2.7496892661489563,535600,2.7028388023376464,2.5481398248672487,2.7028388023376464,0.09056547703103594,2.8839697563997184,2.5217078482755744,49.00817467705156,0.05175222714214467,0.06594029339371922,-0.014188066251574552,5,2
2000-05-18,2.665083408355713,2.7073863195994545,2.5593261302463595,2.6820046374023296,916400,2.705828511714935,2.556875147819519,2.705828511714935,0.08812992461569975,2.8820883609463346,2.529568662483536,48.64915191885039,0.04273013318782004,0.061298261352539386,-0.018568128164719346,5,3
2000-05-19,2.656622886657715,2.665083501476646,2.5677868344909487,2.656622886657715,1060400,2.7104894161224364,2.565860080718994,2.7104894161224364,0.0824854014191297,2.8754602189606957,2.545518613284177,47.94665924443827,0.03449967456179559,0.05593854399439063,-0.021438869432595042,5,4
2000-05-23,2.6989245414733887,2.7073851523490253,2.627009591089572,2.6608520345921187,520400,2.71977858543396,2.5769476318359374,2.71977858543396,0.06833917903090339,2.8564569434957665,2.583100227372153,43.98184580230159,0.031032641839388475,0.05095736356339021,-0.019924721724001733,5,1
2000-05-24,2.766609907150269,2.7750703586104675,2.690464553026334,2.698925165859301,2242000,2.7280540347099302,2.588216094970703,2.7280540347099302,0.06302620508265247,2.854106444875235,2.6020016245446254,46.51635634467131,0.03336205971099293,0.04743830279291075,-0.014076243081917822,5,2
2000-05-25,2.7623794078826904,2.775070083816328,2.7581488598259747,2.766609633193903,812800,2.735070788860321,2.598646001815796,2.735070788860321,0.05823239463033907,2.8515355781209992,2.6186059995996427,43.71116418578955,0.034469432065280525,0.04484452864738471,-0.010375096582104185,5,3
2000-05-26,2.7073864936828613,2.7919923216104507,2.7073864936828613,2.7750710914758088,1103200,2.7364058971405028,2.6075571823120116,2.7364058971405028,0.0572170873925604,2.8508400719256235,2.621971722355382,38.88649296531949,0.030557318309077708,0.04198708657972331,-0.011429768270645603,5,4
2000-05-29,2.7708394527435303,2.7708394527435303,2.643930775518636,2.7031548894393445,457600,2.740913653373718,2.6150567388534545,2.740913653373718,0.05613727810687497,2.853188209587468,2.6286390971599682,62.68527955018019,0.032205814883170536,0.040030832240412755,-0.007825017357242219,5,0
2000-05-30,2.8216025829315186,2.855445023418353,2.7454575759542883,2.7708392449466985,1242400,2.747959566116333,2.6254145336151122,2.747959566116333,0.05701648878403805,2.8619925436844094,2.633926588548257,59.090182469718805,0.03717983466552566,0.03946063272543533,-0.002280798059909675,5,1
2000-05-31,2.901979446411133,2.9104402217230865,2.830064631360203,2.8342948576433917,1180800,2.754835784435272,2.6362070655822754,2.754835784435272,0.06659820364703335,2.888032191729339,2.6216393771412054,65.83350632784163,0.04706498645730539,0.040981503471809344,0.006083482985496047,5,2
2000-06-01,2.8765969276428223,2.9019786006905743,2.8554454796454487,2.868136477542066,1028800,2.758348619937897,2.645235371589661,2.758348619937897,0.07115489514041964,2.9006584102187363,2.6160388296570574,60.504266553883305,0.05224859406812454,0.04323492159107238,0.009013672477052162,6,3
2000-06-02,2.8977484703063965,2.8977484703063965,2.7539185546763965,2.851215347741086,1479200,2.7616623759269716,2.654184093475342,2.7616623759269716,0.07611032001076272,2.913883015948497,2.6094417359054463,62.601614095314304,0.05740170207747752,0.046068277688353414,0.01133342438912411,6,4
2000-06-05,2.885059118270874,2.8935198962214166,2.842756196755197,2.842756196755197,426800,2.76392285823822,2.66329788684845,2.76392285823822,0.07916477614067521,2.9222524105195706,2.6055933059568694,61.111270152109725,0.05977263095858154,0.04880914834239904,0.010963482616182497,6,0
2000-06-06,2.8765969276428223,2.9062088257409524,2.8765969276428223,2.8765969276428223,488000,2.7751845121383667,2.6755932760238648,2.7751845121383667,0.07832576788303748,2.931836047904442,2.6185329763722915,61.111106141093224,0.06027398019186858,0.05110211471229295,0.00917186547957563,6,1
2000-06-07,2.8892879486083984,2.9062088489450124,2.859675727528352,2.859675727528352,359600,2.782473361492157,2.687891182899475,2.782473361492157,0.08192340012832611,2.946320161748809,2.618626561235505,74.07401415782341,0.06099228134691925,0.05308014803921821,0.00791213330770104,6,2
2000-06-08,2.901979446411133,2.901979446411133,2.876597765966427,2.8892887675615686,813600,2.7905109524726868,2.6996052122116088,2.7905109524726868,0.08547263723743911,2.961456226947565,2.6195656779978087,75.45451657594434,0.061872411348992795,0.05483860070117313,0.007033810647819667,6,3
2000-06-09,2.8808274269104004,2.9019788769211163,2.87659720145736,2.87659720145736,468000,2.7960103511810304,2.7086343717575074,2.7960103511810304,0.08765095025765599,2.971312251696342,2.6207084506657186,73.45120340592601,0.060169532600142794,0.055904787080967064,0.0042647455191757305,6,4
2000-06-12,2.834294319152832,2.876597219438695,2.791991418866969,2.859675994775247,363600,2.7993945717811584,2.716397786140442,2.7993945717811584,0.08776263131561922,2.974919834412397,2.62386930914992,64.03508338260679,0.054437632874939634,0.05561135623976158,-0.001173723364821945,6,0
2000-06-13,2.834294319152832,2.8808274449181783,2.770839968724037,2.8300640936733488,420800,2.802778792381287,2.7237423276901245,2.802778792381287,0.08773687000392431,2.9782525323891353,2.6273050523734383,58.16321425141367,0.04932645636231703,0.05435437626427267,-0.005027919901955641,6,1
2000-06-14,2.817373275756836,2.868136953013274,2.796221824253037,2.868136953013274,412400,2.805739998817444,2.729156804084778,2.805739998817444,0.08714876199670879,2.9800375228108615,2.631442474824026,56.435641906879184,0.04341002165716468,0.052165505342851075,-0.008755483685686398,6,2
2000-06-15,2.800453424453736,2.821604886338569,2.758150500684068,2.8046839750272583,422000,2.812296986579895,2.733814015388489,2.812296986579895,0.0810650000146676,2.97442698660923,2.65016698655056,61.956579670405475,0.036930205511773284,0.04911844537663552,-0.012188239864862234,6,3
2000-06-16,2.817373275756836,2.8258340500056773,2.791991598501385,2.808912824253531,967200,2.819911479949951,2.739060945510864,2.819911479949951,0.07328871214614541,2.966488904242242,2.6733340556576604,56.79020592195216,0.032782301165497074,0.04585121653440783,-0.013068915368910757,6,4
2000-06-19,2.7919914722442627,2.800451923364976,2.766609796136601,2.796221697804619,1159200,2.8266799092292785,2.744302845001221,2.8266799092292785,0.06293421823222016,2.9525483456937187,2.7008114727648382,45.33349164148013,0.027134171825781817,0.04210780759268263,-0.014973635766900813,6,0
2000-06-20,2.787762403488159,2.7962228581196054,2.758150166786785,2.7919926308038825,629200,2.831121802330017,2.748538670539856,2.831121802330017,0.05621955580429518,2.9435609139386076,2.7186826907214265,26.31578947368412,0.02206241632465522,0.038098729339077146,-0.016036313014421925,6,1
2000-06-21,2.7369985580444336,2.787762251298791,2.7073866457052875,2.787762251298791,614400,2.8296412348747255,2.7496649551391603,2.8296412348747255,0.05835719841819022,2.946355631711106,2.712926838038345,23.809545109714648,0.013787857633678069,0.03323655499799733,-0.019448697364319263,6,2
2000-06-22,2.6989245414733887,2.732766823603205,2.6946943167219355,2.7116153771004785,1449200,2.82646849155426,2.7504486227035523,2.82646849155426,0.06368799940544943,2.953844490365159,2.6990924927433615,14.925226239205259,0.004110571210479641,0.027411358240493795,-0.023300787030014154,6,3
2000-06-23,2.7073864936828613,2.7073864936828613,2.622780665755272,2.6989258786155403,814400,2.82646849155426,2.750563817024231,2.82646849155426,0.06368799940544943,2.953844490365159,2.6990924927433615,18.181981204981724,-0.002843164941532361,0.021360453604088565,-0.024203618545620927,6,4
2000-06-26,2.669313669204712,2.703156127732479,2.665083442575142,2.6989257397301074,658800,2.8213922023773192,2.7500013256073,2.8213922023773192,0.07187516154294195,2.9651425254632033,2.677641879291435,16.438589894931468,-0.011295996472658665,0.01482916358873912,-0.026125160061397784,6,0
2000-06-27,2.622779130935669,2.686233464748629,2.622779130935669,2.665082020144309,1671200,2.811451029777527,2.7491783142089843,2.811451029777527,0.08448771562029704,2.980426461018121,2.642475598536933,11.111250270490942,-0.021502012873520382,0.00756292829628722,-0.029064941169807602,6,1
2000-06-28,2.665083408355713,2.665083408355713,2.627010723687226,2.660853181780459,464800,2.7996062278747558,2.748363690376282,2.7996062278747558,0.08767385959343021,2.974953947061616,2.6242585086878956,18.18207436118466,-0.025878442192555973,0.0008746541985185817,-0.026753096391074555,6,2
2000-06-29,2.622779130935669,2.665082020144309,2.622779130935669,2.643930575539989,769200,2.7869153380393983,2.7484621572494508,2.7869153380393983,0.09407905078318227,2.975073439605763,2.5987572364730336,17.204514809484053,-0.03238705775302897,-0.005777688191790929,-0.02660936956123804,6,3
2000-06-30,2.627009630203247,2.665082299024113,2.627009630203247,2.6608520742096755,563200,2.7733783960342406,2.7488965654373168,2.7733783960342406,0.09673277470555408,2.9668439454453486,2.5799128466231327,20.482177232896078,-0.036779841424326776,-0.011978118838298099,-0.024801722586028675,6,4
2000-07-04,2.622779130935669,2.665082020144309,2.622779130935669,2.643930575539989,132400,2.7602643966674805,2.7500840520858763,2.7602643966674805,0.09855679091761224,2.957377978502705,2.563150814832256,20.23833246446175,-0.040139813285870574,-0.017610457727812594,-0.02252935555805798,7,1
2000-07-05,2.673543930053711,2.686234770711648,2.622780406049168,2.627010632477549,2104000,2.7501117467880247,2.753292107582092,2.7501117467880247,0.09637673754558092,2.9428652218791864,2.557358271696863,31.522062742359324,-0.03826522249805242,-0.02174141068186056,-0.01652381181619186,7,2
2000-07-06,2.7158467769622803,2.779301143926311,2.643931956834619,2.6608531859074804,582800,2.741439688205719,2.7555870246887206,2.741439688205719,0.0908384964363681,2.9231166810784552,2.5597626953329824,39.79598057111172,-0.03298586902203482,-0.023990302349895416,-0.008995566672139403,7,3
2000-07-07,2.728536605834961,2.749688052391821,2.707385159278101,2.707385159278101,350400,2.7327675461769103,2.7577168703079225,2.7327675461769103,0.08261208363386284,2.897991713444636,2.5675433789091846,39.175370341964964,-0.027461422040758965,-0.024684526288068127,-0.002776895752690838,7,4
2000-07-10,2.728536605834961,2.775069723710961,2.707385159278101,2.7116153840403805,1252000,2.7251530051231385,2.758673915863037,2.7251530051231385,0.07490587734245277,2.874964759808044,2.575341250438233,41.7583220667227,-0.022820200935306012,-0.024311661217515705,0.0014914602822096931,7,0
2000-07-11,2.7369985580444336,2.7835320242140043,2.7200776497052863,2.7200776497052863,508400,2.7202882170677185,2.759800200462341,2.7202882170677185,0.0704728712969186,2.861233959661556,2.579342474473881,43.47837273425071,-0.018248829796827515,-0.02309909493337807,0.004850265136550555,7,1
2000-07-12,2.766609907150269,2.766609907150269,2.724307004358202,2.7496886814843347,692400,2.7169039964675905,2.7615187120437623,2.7169039964675905,0.06620595253325037,2.849315901534091,2.58449209140109,54.02280384559828,-0.01209714843719123,-0.020898705634140702,0.008801557196949472,7,2
2000-07-13,2.732766628265381,2.7412273999089734,2.70738495882548,2.7243061793672263,496000,2.7126736640930176,2.760884943008423,2.7126736640930176,0.06201908349453072,2.836711831082079,2.5886354971039562,54.65102867605714,-0.009839344565761188,-0.018686833420464802,0.008847488854703614,7,3
2000-07-14,2.7623794078826904,2.7623794078826904,2.720076509279559,2.720076509279559,495600,2.7107699632644655,2.76000572681427,2.7107699632644655,0.05972474614179569,2.830219455548057,2.591320470980874,57.142609411917704,-0.005596007607952647,-0.01606866825796237,0.010472660650009725,7,4
2000-07-17,2.766609907150269,2.766609907150269,2.7369976815485004,2.762379681420169,632800,2.708231794834137,2.7587084579467773,2.708231794834137,0.05591292471407113,2.820057644262279,2.5964059454059947,63.85506990514087,-0.0018702079688597273,-0.013228976200141842,0.011358768231282115,7,0
2000-07-18,2.7623794078826904,2.766609633193903,2.741227958581125,2.741227958581125,712400,2.7067511916160583,2.757159056663513,2.7067511916160583,0.05393528508790897,2.814621761791876,2.5988806214402405,72.60239918349309,0.0007327030087291853,-0.010436640358367636,0.011169343367096822,7,1
2000-07-19,2.7623794078826904,2.8089125317970347,2.7581488598259747,2.7623794078826904,325600,2.705482041835785,2.759379367828369,2.705482041835785,0.05219939087439109,2.8098808235845674,2.6010832600870026,68.25351102173202,0.0027636708343763416,-0.007796578119818841,0.010560248954195182,7,2
2000-07-20,2.8300631046295166,2.8427537766328594,2.762378552375478,2.7877602191275668,1156400,2.710135269165039,2.7611104106903075,2.710135269165039,0.058877594553098905,2.8278904582712365,2.5923800800588412,85.50689953164516,0.009722659374622467,-0.004292730620930579,0.014015389995553046,7,3
2000-07-21,2.7708394527435303,2.830063566664239,2.7708394527435303,2.8131423451518285,326800,2.713731014728546,2.7617026472091677,2.713731014728546,0.060334846975781294,2.834400708680109,2.5930613207769833,70.73158829480712,0.0103396649537153,-0.0013662515060014037,0.011705916459716702,7,4
2000-07-24,2.741227626800537,2.804681967025129,2.741227626800537,2.770839523140494,1264400,2.71542307138443,2.7611104106903075,2.71542307138443,0.06062140105251692,2.836665873489464,2.594180269279396,65.90907780896764,0.00834304600223934,0.0005756079956467451,0.007767438006592595,7,0
2000-07-25,2.7835304737091064,2.7919909231659714,2.7327668087315407,2.7496880303907294,7470000,2.7211339116096496,2.7614488220214843,2.7211339116096496,0.0614236361184898,2.8439811838466293,2.59828663937267,65.1161373319116,0.010058252035786364,0.002472136803674669,0.0075861152321116945,7,1
2000-07-26,2.7073864936828613,2.78353186791594,2.7073864936828613,2.7412289539521453,1171600,2.7253642797470095,2.7602643537521363,2.7253642797470095,0.05705113437360669,2.8394665484942228,2.611262010999796,48.93620465641674,0.005213286823101182,0.003020366807559972,0.00219292001554121,7,2
2000-07-27,2.656622886657715,2.7327680972824866,2.648162271838784,2.707386414198498,882400,2.7249412536621094,2.7582338285446166,2.7249412536621094,0.05755081204776396,2.840042877757637,2.6098396295665816,41.74771359563832,-0.002691555277995139,0.0018779823904489501,-0.004569537668444089,7,3
2000-07-28,2.686234474182129,2.707385926734744,2.665083021629514,2.6989253134391427,675600,2.7281140208244326,2.758572244644165,2.7281140208244326,0.05320744398266345,2.8345289087897596,2.6216991328591055,45.454624637887605,-0.006491956719607561,0.00020399456843764796,-0.0066959512880452095,7,4
2000-07-31,2.6989245414733887,2.720076149348845,2.6862337058462984,2.6862337058462984,560800,2.7317097663879393,2.7592490673065186,2.7317097663879393,0.04821058520313774,2.828130936794215,2.6352885959816637,45.94577440903063,-0.008383183743566835,-0.0015134410939632488,-0.006869742649603587,7,0
2000-08-01,2.7581491470336914,2.7581491470336914,2.703155566770408,2.7073857925221163,562800,2.7384782671928405,2.761279592514038,2.7384782671928405,0.041089027497379145,2.820656322187599,2.656300212198082,49.1525221344396,-0.005044909501191075,-0.002219734775408814,-0.002825174725782261,8,1
2000-08-02,2.728536605834961,2.779299948473241,2.728536605834961,2.770839498948681,1148800,2.741227900981903,2.7618718338012695,2.741227900981903,0.0382574479878408,2.817742796957585,2.6647130050062215,49.572675099159994,-0.004734214626280764,-0.002722630745583204,-0.00201158388069756,8,2
2000-08-03,2.741227626800537,2.775069747939708,2.7285366296574334,2.7285366296574334,372800,2.742496943473816,2.7613641881942748,2.742496943473816,0.03778930743432629,2.8180755583424686,2.6669183286051634,47.78756515706275,-0.0034244524150506273,-0.002862995079476689,-0.0005614573355739384,8,3
