Date,Target,Volume,MA_20,MA_50,RSI,Volatility_30D,Month,DayOfWeek
2000-03-14,1,512800.0,2.235648345947266,2.23102828502655,48.64940592911828,0.029020825948602186,3.0,0.0
2000-03-15,1,1096000.0,2.235438919067383,2.22813720703125,52.54897524557936,0.02899743002309276,3.0,1.0
2000-03-16,0,460800.0,2.2369049549102784,2.225747766494751,53.56103823344529,0.023722805045549133,3.0,2.0
2000-03-17,1,795200.0,2.2448632597923277,2.2243824768066407,59.16132596891645,0.024718541478482216,3.0,3.0
2000-03-20,1,2052000.0,2.2490518450737,2.2224166202545166,51.4489887859807,0.025381366392507737,3.0,4.0
2000-03-21,1,2169200.0,2.2549158573150634,2.2216235637664794,58.651847103151574,0.025587364231882303,3.0,0.0
2000-03-22,0,867200.0,2.2643401622772217,2.222584056854248,67.03781904990251,0.025829201920685507,3.0,1.0
2000-03-23,0,4014000.0,2.276068115234375,2.22421281337738,66.41862941605109,0.025676201657159378,3.0,2.0
2000-03-24,1,9622800.0,2.2865395307540894,2.2257540369033815,57.30647528782297,0.025710611188614067,3.0,3.0
2000-03-27,1,708800.0,2.2873772740364076,2.227174687385559,45.790749394197356,0.028880066363211245,3.0,4.0
2000-03-28,1,575200.0,2.2863301038742065,2.2280183839797973,48.106660978905104,0.02888774303824411,3.0,0.0
2000-03-29,1,608400.0,2.2911469459533693,2.229948253631592,56.45504998241455,0.02903953259113082,3.0,1.0
2000-03-30,1,1452800.0,2.30580689907074,2.236210651397705,63.21995290740045,0.030258434991964022,3.0,2.0
2000-03-31,1,866800.0,2.3194197416305546,2.2435535907745363,68.7518583455633,0.03026438204110325,3.0,3.0
2000-04-03,1,992000.0,2.326330924034119,2.252971954345703,67.08623772245258,0.0302064866176674,3.0,4.0
2000-04-04,0,778800.0,2.335964643955231,2.2629880237579347,68.44284756121348,0.030621304578177657,4.0,0.0
2000-04-05,0,3842400.0,2.348111510276795,2.2732573175430297,68.34619564330954,0.030586060079633354,4.0,1.0
2000-04-06,1,520800.0,2.364446985721588,2.28170156955719,61.26237135719744,0.03052420346557668,4.0,2.0
2000-04-07,1,1538800.0,2.380572998523712,2.2904714727401734,67.45063399165294,0.030643033676999824,4.0,3.0
2000-04-10,0,2453200.0,2.402144205570221,2.2983406496047976,66.59696718076442,0.03071918032363416,4.0,4.0
2000-04-11,1,1058400.0,2.426019084453583,2.306399078369141,68.21463295074456,0.03125093492916888,4.0,0.0
2000-04-12,0,1453200.0,2.44696193933487,2.3132103443145753,65.21689412428975,0.030512809770183547,4.0,1.0
2000-04-13,0,1412800.0,2.4689519047737125,2.325000705718994,68.96511085295182,0.0293810028481007,4.0,2.0
2000-04-14,1,2199600.0,2.4840307354927065,2.3348022747039794,89.40695011537981,0.029378922015645667,4.0,3.0
2000-04-17,0,1404400.0,2.5020415782928467,2.3450104236602782,84.41564694780305,0.027004013629046274,4.0,4.0
2000-04-18,0,1688000.0,2.51921466588974,2.3553108167648316,84.2344387585003,0.02705641727835517,4.0,0.0
2000-04-19,0,581200.0,2.528848373889923,2.3631065845489503,67.94063546756554,0.027741754737374863,4.0,1.0
2000-04-20,0,1866000.0,2.536597216129303,2.371232395172119,65.37386177656639,0.02643224607521602,4.0,2.0
2000-04-24,1,906000.0,2.5432989835739135,2.377934145927429,59.26884776050518,0.026590255963319372,4.0,3.0
2000-04-25,1,606000.0,2.555864667892456,2.3837981462478637,47.3684475842576,0.02624903227016784,4.0,0.0
2000-04-26,1,490800.0,2.5722000837326053,2.3912538194656374,53.36938654223422,0.026503359172668408,4.0,1.0
2000-04-27,0,872400.0,2.5874884009361265,2.3987932538986207,56.04442232042217,0.026422603015204577,4.0,2.0
2000-04-28,0,500400.0,2.600054144859314,2.407756805419922,62.16857486288419,0.026592790842563135,4.0,3.0
2000-05-01,1,1434800.0,2.61178218126297,2.4166365814208985,59.20282142402556,0.024630502443904967,4.0,4.0
2000-05-02,1,383600.0,2.622463035583496,2.425851445198059,50.55018711747073,0.02330698763724707,5.0,0.0
2000-05-03,1,1022800.0,2.633353316783905,2.436239094734192,59.57021175062223,0.02350273615694596,5.0,1.0
2000-05-04,0,1450000.0,2.6452906847000124,2.4476319885253908,59.457748770590996,0.023240304268867445,5.0,2.0
2000-05-05,0,796000.0,2.659113013744354,2.4599463891983033,61.509348119018874,0.02323082394646897,5.0,3.0
2000-05-08,1,495200.0,2.674610662460327,2.4723445558547974,65.64194033903607,0.02309241826367642,5.0,4.0
2000-05-09,0,450400.0,2.6783802986145018,2.480470380783081,47.02899398313225,0.022807211756518814,5.0,0.0
2000-05-10,1,908400.0,2.6815216302871705,2.489433879852295,59.728706099031406,0.023421599152825663,5.0,1.0
2000-05-11,0,820000.0,2.685595953464508,2.499859609603882,60.6354784092527,0.02334850284718146,5.0,2.0
2000-05-12,0,1308000.0,2.6890565872192385,2.5125529909133912,66.1022799895062,0.0219265375305104,5.0,3.0
2000-05-15,0,649600.0,2.6925151705741883,2.5244078540802004,71.12391605449176,0.021950406589140416,5.0,4.0
2000-05-16,0,479600.0,2.6976491808891296,2.5331631803512575,66.14574522460325,0.02194938264245984,5.0,0.0
2000-05-17,0,303600.0,2.700265908241272,2.5412466621398924,63.747710573821,0.021323142974949243,5.0,1.0
2000-05-18,0,535600.0,2.7028388023376464,2.5481398248672487,49.96998088273549,0.022232440834759972,5.0,2.0
2000-05-19,1,916400.0,2.705828511714935,2.556875147819519,49.591896848067385,0.022207626136391892,5.0,3.0
2000-05-23,1,1060400.0,2.7104894161224364,2.565860080718994,48.85148102584833,0.022121991043829642,5.0,4.0
2000-05-24,0,520400.0,2.71977858543396,2.5769476318359374,44.878194555631545,0.02206756239482433,5.0,1.0
2000-05-25,0,2242000.0,2.7280540347099302,2.588216094970703,47.51880870199866,0.021291590943535818,5.0,2.0
2000-05-26,1,812800.0,2.735070788860321,2.598646001815796,44.80274785166915,0.02122993619955811,5.0,3.0
2000-05-29,1,1103200.0,2.7364058971405028,2.6075571823120116,39.93446444317591,0.021401209831254833,5.0,4.0
2000-05-30,1,457600.0,2.740913653373718,2.6150567388534545,63.28239175337537,0.021809257785818385,5.0,0.0
2000-05-31,0,1242400.0,2.747959566116333,2.6254145336151122,59.44829871877048,0.02187277480321728,5.0,1.0
2000-06-01,1,1180800.0,2.754835784435272,2.6362070655822754,65.95857411666881,0.022266412235883076,5.0,2.0
2000-06-02,0,1028800.0,2.758348619937897,2.645235371589661,60.79606035380703,0.021380328970855574,6.0,3.0
2000-06-05,0,1479200.0,2.7616623759269716,2.654184093475342,62.81434301524068,0.021335267124896685,6.0,4.0
2000-06-06,0,426800.0,2.76392285823822,2.66329788684845,61.39050726838914,0.02106512361120754,6.0,0.0
2000-06-07,0,488000.0,2.7751845121383667,2.6755932760238648,61.430274486317444,0.020631733723675404,6.0,1.0
2000-06-08,0,359600.0,2.782473361492157,2.687891182899475,74.43198382442371,0.01982378227211073,6.0,2.0
